id,label,type,group,note,start_time,end_time,timecodes
ref_federico_ivanier_la_increible_aventura_de_gonzalo_y_la_vaca_feroz,Federico Ivanier — La increíble aventura de Gonzalo y la vaca feroz,reference,Culturales,"La presentación recuerda su trabajo como ilustrador de la obra de Federico Ivanier, autor al que Soderguit menciona entre sus primeras colaboraciones significativas.",00:02:09,00:02:38,00:02:09-00:02:38; 00:13:38-00:14:00
ref_fabio_guerra_mira_vos,Fabio Guerra — Mirá vos,reference,Culturales,Considera la ilustración de la poesía de Fabio Guerra un momento clave porque le permitió trabajar desde un lenguaje más abierto y sentir el texto como muy propio.,00:09:30,00:09:53,00:09:30-00:09:53; 00:14:48-00:15:18
ref_fernando_gonzalez_historias_de_magos_y_dragones,Fernando González — Historias de magos y dragones,reference,Culturales,La presentación incluye Historias de magos y dragones entre los libros ilustrados por Soderguit.,00:02:18,00:02:55,00:02:18-00:02:55
ref_dipacho,Dipacho,reference,Culturales,"Destaca al ilustrador colombiano Dipacho como colega y amigo del que aprendió una mirada clara sobre la construcción del libro-álbum, lo lúdico y el dibujo exploratorio.",00:14:00,00:14:41,00:14:00-00:14:41; 00:30:09-00:30:29
ref_sebastian_santana,Sebastián Santana,reference,Culturales,Lo menciona entre los colegas con los que compartió procesos creativos y de quienes aprendió modos de posicionarse frente al mundo y al trabajo.,00:14:00,00:14:10,00:14:00-00:14:10
ref_ernest_hemingway,Ernest Hemingway,reference,Culturales,La entrevista recuerda que una de sus experiencias tempranas de animación consistió en trabajar con un fragmento de una obra de Hemingway.,00:10:31,00:10:45,00:10:31-00:10:45
ref_german_tejeira,Germán Tejeira,reference,Culturales,"Lo cita como realizador y productor vinculado a Anina que le enseñó a trabajar el storyboard con post-its, una técnica que aplica a la adaptación audiovisual de Los carpinchos.",00:47:19,00:47:37,00:47:19-00:47:37
ref_ekare_y_didier_jeunesse,Ekaré y Didier Jeunesse,reference,Culturales,"Explica que sus álbumes se publicaron inicialmente en español y francés mediante Ekaré y Didier Jeunesse, relación editorial que favoreció después nuevas traducciones.",00:42:13,00:42:39,00:42:13-00:42:39
ref_ecosistema_editorial_uruguayo_de_lij,Ecosistema editorial uruguayo de LIJ,reference,Culturales,"Describe un ecosistema uruguayo estable pero de escala pequeña y menciona editoriales como Criatura, Topito, Más Pimienta, Banda Oriental y Fin de Siglo, con dificultades para proyectarse internacionalmente.",00:55:13,00:56:51,00:55:13-00:56:51
ref_anina,Anina,reference,Propia obra,"La presentación destaca Anina como su primer largometraje de animación, estrenado en la Berlinale en 2013 y difundido internacionalmente.",00:02:57,00:03:27,00:02:57-00:03:27
ref_dos_pajaritos,Dos pajaritos,reference,Propia obra,La entrevista presenta Dos pajaritos como una serie de animación creada junto a Alejo Schettini y producida mediante colaboración regional.,00:02:57,00:03:40,00:02:57-00:03:40
ref_soy_un_animal,Soy un animal,reference,Propia obra,"Soderguit explica que Soy un animal adopta una solución gráfica, icónica y rápida de leer, con un componente más experimental y lúdico que Los carpinchos.",00:03:42,00:03:59,00:03:42-00:03:59; 00:19:41-00:20:29; 00:25:39-00:25:51
ref_los_carpinchos,Los carpinchos,reference,Propia obra,"Define Los carpinchos como una narración directa y accesible, construida con herramientas narrativas conocidas y con una gran capacidad de expansión internacional.",00:03:42,00:03:59,00:03:42-00:03:59; 00:23:45-00:25:57
ref_la_cerca_origen_desigualdad_y_reproduccion_social,"La cerca: origen, desigualdad y reproducción social",reference,Propia obra,"Explica que La cerca surge de una observación realizada junto a Mariale Ariceta en Colombia y explora barreras visibles e invisibles, desigualdad de oportunidades y reproducción del lugar social.",00:48:59,00:53:47,00:48:59-00:53:47
ref_lenguaje_cinematografico_aplicado_al_album_ilustrado,Lenguaje cinematográfico aplicado al álbum ilustrado,reference,Propia obra,"Describe una continuidad entre audiovisual y álbum: trabaja punto de vista, posición de cámara, escena, ritmo y relación entre texto e imagen como componentes de una misma lógica narrativa.",00:15:41,00:17:36,00:15:41-00:17:36
ref_estilo_visual_subordinado_al_lenguaje_de_cada_historia,Estilo visual subordinado al lenguaje de cada historia,reference,Propia obra,Rechaza la búsqueda de un estilo gráfico fijo y prefiere que técnica y apariencia visual respondan a lo que cada libro necesita expresar.,00:18:25,00:19:39,00:18:25-00:19:39
ref_grafismo_iconico_de_soy_un_animal,Grafismo icónico de Soy un animal,reference,Propia obra,"Explica que buscó imágenes muy gráficas y cercanas al icono para producir una lectura visual rápida, con poco detalle y gran potencia formal.",00:19:41,00:20:29,00:19:41-00:20:29
ref_grafito_y_materialidad_en_los_carpinchos,Grafito y materialidad en Los carpinchos,reference,Propia obra,"Relaciona el grafito, la textura del papel y el carácter orgánico del dibujo con el paisaje de campo y con una técnica que siente particularmente personal.",00:20:29,00:21:25,00:20:29-00:21:25
ref_perspectiva_isometrica_y_dibujo_tecnico_en_la_cerca,Perspectiva isométrica y dibujo técnico en La cerca,reference,Propia obra,"Utiliza perspectiva isométrica, dibujo descriptivo y estructura técnica para representar distancia, orden y observación analítica dentro de La cerca.",00:21:25,00:22:33,00:21:25-00:22:33
ref_los_carpinchos_como_fabula_sobre_hospitalidad_y_discriminacion,Los carpinchos como fábula sobre hospitalidad y discriminación,reference,Propia obra,"Interpreta el libro como una fábula animal tradicional capaz de representar conflictos humanos contemporáneos relacionados con hospitalidad, discriminación y refugio.",00:24:03,00:24:55,00:24:03-00:24:55; 00:25:57-00:26:47
ref_origen_de_los_carpinchos_en_una_memoria_de_estigmatizacion_social,Origen de Los carpinchos en una memoria de estigmatización social,reference,Propia obra,"Vincula el libro con su infancia en Rocha, donde «carpinchos» era un mote aplicado a personas muy pobres; esa memoria quedó como inquietud hasta convertirse en una historia.",00:28:35,00:30:11,00:28:35-00:30:11
ref_dibujo_exploratorio_y_figuras_hibridas_humano_carpincho,Dibujo exploratorio y figuras híbridas humano-carpincho,reference,Propia obra,Describe una fase inicial de bocetos libres en la que dibujó personajes híbridos para investigar visualmente qué significaba llamar «carpincho» a una persona.,00:30:09,00:30:53,00:30:09-00:30:53
ref_atmosfera_tension_y_gestualidad_en_la_imagen,"Atmósfera, tensión y gestualidad en la imagen",reference,Propia obra,"Considera central construir una atmósfera emocional mediante gestos, entorno y tensión visual, condensando en una imagen fija recursos que el audiovisual distribuye entre sonido, movimiento y actuación.",00:30:51,00:32:27,00:30:51-00:32:27
ref_portadas_imaginarias_y_mapas_como_preproduccion_narrativa,Portadas imaginarias y mapas como preproducción narrativa,reference,Propia obra,"Antes de tener una historia cerrada crea portadas ficticias y mapas del universo narrativo para conservar intuiciones, organizar espacios y facilitar el desarrollo posterior del proyecto.",00:32:27,00:33:29,00:32:27-00:33:29; 00:36:01-00:37:21
ref_storyboard_punto_de_vista_y_finales_de_los_carpinchos,"Storyboard, punto de vista y finales de Los carpinchos",reference,Propia obra,"Explica un largo proceso de storyboard, puesta en escena y depuración que culmina en la elección del pollito como voz narradora y en un final cíclico después de ensayar varias alternativas.",00:37:21,00:42:13,00:37:21-00:42:13
ref_recepcion_internacional_y_traducciones_de_los_carpinchos,Recepción internacional y traducciones de Los carpinchos,reference,Propia obra,"Comenta la expansión del libro a numerosas lenguas, las modificaciones de títulos en distintos mercados y una reseña china que le reveló una lectura centrada en las gallinas y en la libertad.",00:42:13,00:47:01,00:42:13-00:47:01
ref_adaptacion_audiovisual_de_los_carpinchos,Adaptación audiovisual de Los carpinchos,reference,Propia obra,"Presenta el desarrollo de un cortometraje animado basado en Los carpinchos y explica que la adaptación conserva la historia general, pero debe llenar espacios y tiempos que el álbum puede elidir.",00:47:03,00:48:25,00:47:03-00:48:25
ref_rocha_montevideo_y_trayectoria_inicial,"Rocha, Montevideo y trayectoria inicial",reference,Biográficas,"La presentación sitúa su nacimiento en Rocha en 1973, su residencia en Montevideo y el inicio de una trayectoria que combina ilustración, escritura y cine.",00:01:46,00:03:22,00:01:46-00:03:22
ref_formacion_en_bellas_artes_cine_y_arquitectura,"Formación en Bellas Artes, cine y arquitectura",reference,Biográficas,"Se formó en Bellas Artes y dirección de arte cinematográfica y recuerda también estudios de arquitectura, especialmente relevantes para su dominio del dibujo técnico y la perspectiva.",00:01:46,00:03:22,00:01:46-00:03:22; 00:21:25-00:21:45
ref_facilidad_para_el_dibujo_y_reconocimiento_escolar,Facilidad para el dibujo y reconocimiento escolar,reference,Biográficas,Recuerda que desde niño tenía facilidad para representar figuras reconocibles y que esa habilidad le otorgó un lugar de seguridad y reconocimiento entre sus compañeros.,00:05:27,00:06:25,00:05:27-00:06:25
ref_infancia_entre_libros_ilustrados_y_copia_de_personajes,Infancia entre libros ilustrados y copia de personajes,reference,Biográficas,Su vínculo temprano con las artes visuales estuvo mediado por libros ilustrados: copiaba personajes y estilos y se sentía más cercano a esa cultura visual que a los museos.,00:06:27,00:07:15,00:06:27-00:07:15
ref_viaje_por_europa_y_consejo_para_convertirse_en_ilustrador,Viaje por Europa y consejo para convertirse en ilustrador,reference,Biográficas,"Durante un viaje por Europa conoció casualmente a una ilustradora que, tras ver su portfolio, le sugirió contactar con editoriales en Uruguay.",00:07:33,00:08:10,00:07:33-00:08:10
ref_entrada_en_santillana_y_primeros_encargos,Entrada en Santillana y primeros encargos,reference,Biográficas,"Tras pedir información en una librería de Montevideo contactó con Santillana y salió de su primera entrevista con dos manuscritos para ilustrar, iniciando su carrera profesional.",00:08:08,00:09:19,00:08:08-00:09:19
ref_paisaje_de_infancia_en_rocha,Paisaje de infancia en Rocha,reference,Biográficas,Identifica el humedal y la presencia de carpinchos de Rocha como parte del paisaje de su infancia y como uno de los sustratos visuales de Los carpinchos.,00:28:35,00:29:07,00:28:35-00:29:07
ref_barrio_de_su_abuela_y_recuerdo_del_mote_carpinchos,Barrio de su abuela y recuerdo del mote «carpinchos»,reference,Biográficas,"Recuerda el complejo de viviendas donde vivía su abuela y la cercanía con familias pobres a quienes se llamaba «carpinchos», experiencia que años después adquirió sentido creativo.",00:29:07,00:30:11,00:29:07-00:30:11
ref_mariale_ariceta_pareja_hija_y_viajes_compartidos,"Mariale Ariceta, pareja, hija y viajes compartidos",reference,Biográficas,"Presenta a Mariale Ariceta como su pareja y compañera de viajes, con quien tiene una hija; una observación de Ariceta dio origen al proyecto de La cerca.",00:49:45,00:50:17,00:49:45-00:50:17
ref_palermo_estudio_y_colaboracion_con_alejo_schettini,Palermo Estudio y colaboración con Alejo Schettini,reference,Biográficas,La presentación recuerda la creación de Palermo Estudio junto a Alejo Schettini y su continuidad en proyectos audiovisuales y de animación.,00:02:55,00:03:40,00:02:55-00:03:40
