id,label,type,group,note,start_time,end_time,timecodes
ref_vision_de_reojo,«Visión de reojo»,reference,Propia obra,Se lee el microrrelato «Visión de reojo» y Valenzuela lo vincula con «Aquí pasan cosas raras» y con su posterior reconocimiento como microrrelato.,00:09:12,00:11:04,00:09:12-00:11:04; 00:14:54-00:15:06
ref_libro_que_no_muerde,Libro que no muerde,reference,Propia obra,"Valenzuela explica que «Libro que no muerde» surgió de fragmentos y apuntes seleccionados antes de partir a Estados Unidos, materiales que no llegaron a desarrollarse como textos más extensos.",00:11:23,00:11:29,00:11:23-00:11:29; 00:16:41-00:17:33
ref_la_cosa,«La cosa»,reference,Propia obra,"La entrevista incluye la lectura de «La cosa», texto construido sobre el juego entre sujeto y objeto, y Valenzuela lo sitúa dentro del proceso que dio lugar a «Libro que no muerde».",00:11:07,00:13:13,00:11:07-00:13:13; 00:16:41-00:17:33
ref_abc_de_las_microfabulas,ABC de las microfábulas,reference,Propia obra,Valenzuela menciona «ABC de las microfábulas» como otra experiencia en la que las palabras y las restricciones del lenguaje conducen el desarrollo del texto.,00:16:25,00:16:41,00:16:25-00:16:41
ref_cortazar_fuentes_entrecruzamientos,Cortázar-Fuentes. Entrecruzamientos,reference,Propia obra,Valenzuela explica la génesis de su ensayo comparativo sobre Cortázar y Fuentes y describe el hallazgo de múltiples conexiones entre ambos escritores.,00:24:32,00:27:17,00:24:32-00:27:17; 00:30:48-00:32:11
ref_fin_de_milenio,Fin de milenio,reference,Propia obra,"Valenzuela explica el origen de «Fin de milenio», sus dos personajes iniciales y la escritura casi continua del relato en 1999, en el contexto de los temores tecnológicos asociados al cambio de milenio.",00:38:46,00:39:23,00:38:46-00:39:23; 00:40:09-00:42:52
ref_de_donde_vienen_las_historias,¿De dónde vienen las historias?,reference,Propia obra,Valenzuela presenta este libro como una indagación personal sobre el origen de las historias y sobre la sensación de escribir como si algo dictara el texto.,00:39:20,00:40:09,00:39:20-00:40:09
ref_cola_de_lagartija,Cola de lagartija,reference,Propia obra,"Valenzuela vuelve sobre «Cola de lagartija» al explicar su proyecto de continuar el ciclo narrativo en torno a López Rega, el poder, el mesianismo y el esoterismo.",00:43:51,00:44:06,00:43:51-00:44:06; 00:53:51-00:56:26
ref_la_mascara_sarda,La máscara sarda,reference,Propia obra,Valenzuela relaciona «La máscara sarda» con «Cola de lagartija» y con una futura novela sobre el universo de López Rega y su maestra espiritual.,00:43:51,00:44:06,00:43:51-00:44:06; 00:54:02-00:54:55
ref_la_travesia,La travesía,reference,Propia obra,Valenzuela recuerda la presentación de «La travesía» en México y describe la incorporación performativa de un personaje dominatrix relacionado con la novela.,00:48:42,00:50:37,00:48:42-00:50:37
ref_cambio_de_armas,Cambio de armas,reference,Propia obra,"Valenzuela explica que incluso en la escritura de «Cambio de armas», de tono muy duro, el humor y los juegos de lenguaje aparecen como un alivio necesario.",00:57:04,00:58:24,00:57:04-00:58:24
ref_el_gato_eficaz,El gato eficaz,reference,Propia obra,Valenzuela identifica «El gato eficaz» como uno de sus libros más queridos y como una ruptura formal que le permitió encontrar una manera de escribir irrepetible.,00:47:07,00:47:36,00:47:07-00:47:36; 01:00:42-01:01:37
ref_fiscal_muere,Fiscal muere,reference,Propia obra,"Valenzuela habla de Masachesi, personaje de «Fiscal muere», y vincula la novela con la investigación factual y con la convergencia entre su experiencia periodística y su escritura literaria.",01:01:37,01:02:32,01:01:37-01:02:32; 01:04:59-01:05:49
ref_novela_negra_con_argentinos,Novela negra con argentinos,reference,Propia obra,Valenzuela explica su relación ambivalente con «Novela negra con argentinos» y la presenta como una exploración de la cara oscura de Nueva York y de los «bajos fondos» de la ciudad.,01:02:36,01:03:51,01:02:36-01:03:51
ref_la_mirada_horizontal,La mirada horizontal,reference,Propia obra,Valenzuela presenta «La mirada horizontal» como recopilación de sus textos periodísticos y desarrolla desde ella la oposición entre la mirada horizontal del periodismo y la vertical de la literatura.,01:04:30,01:05:49,01:04:30-01:05:49
ref_hay_que_sonreir,Hay que sonreír,reference,Propia obra,La primera novela de Valenzuela aparece asociada a los bajos fondos de Buenos Aires y a una etapa inicial de su narrativa.,00:05:22,00:05:29,00:05:22-00:05:29; 01:03:03-01:03:20
ref_como_en_la_guerra,Como en la guerra,reference,Propia obra,Valenzuela relaciona «Como en la guerra» con los bajos fondos de Barcelona y con su interés por explorar la zona inconsciente y oscura de las ciudades.,01:03:20,01:03:33,01:03:20-01:03:33
ref_luisa_mercedes_levinson,Luisa Mercedes Levinson,reference,Biográficas,"Valenzuela reconoce a su madre, la escritora Luisa Mercedes Levinson, como una figura importante de su genealogía y de su temprana convivencia con el mundo literario.",00:04:34,00:05:03,00:04:34-00:05:03; 00:23:06-00:23:08
ref_infancia_entre_escritores,Infancia entre escritores,reference,Biográficas,"Valenzuela señala que se crió rodeada de escritores, circunstancia que marcó su relación temprana con la lectura aunque inicialmente no quisiera ser escritora.",00:18:41,00:18:55,00:18:41-00:18:55
ref_vocacion_periodistica,Vocación periodística,reference,Biográficas,Valenzuela explica que encontró en el periodismo la posibilidad de entrar en mundos diversos y satisfacer su curiosidad sin tener que elegir una única carrera.,00:18:55,00:19:34,00:18:55-00:19:34
ref_regreso_a_argentina_tras_barcelona_francia_y_mexico,"Regreso a Argentina tras Barcelona, Francia y México",reference,Biográficas,"Valenzuela recuerda su regreso a Argentina después de estancias en Barcelona, Francia y México, y el choque con un país atravesado por la muerte de Perón, la Triple A y el terrorismo de Estado.",00:13:57,00:14:45,00:13:57-00:14:45
ref_annalisa_y_el_juego_de_escritura_domestico,Annalisa y el juego de escritura doméstico,reference,Biográficas,"Valenzuela recuerda junto a su hija Annalisa un desafío doméstico que la llevó a escribir un cuento a partir de tres expresiones, ejemplo de su modo lúdico de creación.",00:15:16,00:16:33,00:15:16-00:16:33
ref_partida_a_estados_unidos_y_residencia_en_columbia_university,Partida a Estados Unidos y residencia en Columbia University,reference,Biográficas,"En plena dictadura, Valenzuela acepta una invitación como escritora residente en Columbia University y decide permanecer un tiempo fuera de Argentina.",00:16:41,00:17:33,00:16:41-00:17:33
ref_residencia_en_nueva_york,Residencia en Nueva York,reference,Biográficas,"Valenzuela recuerda que vivía en Nueva York en 1983 y describe su relación intensa con la ciudad durante los años ochenta, presente también en su escritura.",00:29:02,00:29:18,00:29:02-00:29:18; 01:02:36-01:03:02
ref_ultima_tarde_con_julio_cortazar_en_nueva_york_1983,Última tarde con Julio Cortázar en Nueva York (1983),reference,Biográficas,"Valenzuela narra la última tarde que pasó con Cortázar en Nueva York, cuando él le habló de una novela todavía no escrita y de un sueño recurrente sobre sus límites expresivos.",00:29:04,00:30:48,00:29:04-00:30:48
ref_milongas_portenas_con_carlos_fuentes_y_silvia_lemus,Milongas porteñas con Carlos Fuentes y Silvia Lemus,reference,Biográficas,"Valenzuela recuerda que llevaba a Carlos Fuentes y Silvia Lemus a milongas de Buenos Aires, una de las escenas que ilustran su amistad personal con el escritor mexicano.",00:33:43,00:34:03,00:33:43-00:34:03
ref_dictadura_militar_argentina_1976_1983,Dictadura militar argentina (1976-1983),reference,Biográficas,Valenzuela sitúa parte de su escritura en la experiencia de la dictadura argentina y recuerda haber escrito un texto tan extremo que no se animó a mostrarlo entonces.,00:45:03,00:45:56,00:45:03-00:45:56
ref_columnas_politicas_en_pagina_12,Columnas políticas en Página/12,reference,Biográficas,Valenzuela cuenta que ha estado escribiendo columnas políticas para Página/12 mientras intenta avanzar en una nueva novela sobre el poder y López Rega.,00:53:26,00:55:21,00:53:26-00:55:21
ref_trabajo_periodistico_en_la_nacion,Trabajo periodístico en La Nación,reference,Biográficas,"Valenzuela recuerda su trabajo de planta en prensa, la disciplina de la redacción y el aprendizaje profesional que después trasladó parcialmente a su escritura literaria.",01:05:49,01:06:52,01:05:49-01:06:52
