id,label,type,group,note,start_time,end_time,timecodes
ref_literatura_pedagogia_y_rechazo_de_la_instrumentalizacion_rigida,"Literatura, pedagogía y rechazo de la instrumentalización rígida",reference,Didácticas,"Sostiene que la literatura no se deja utilizar fácilmente, pero tampoco considera necesario separarla de la pedagogía: puede participar del aprendizaje sin perder su condición literaria.",00:44:19,00:46:53,00:44:19-00:46:53
ref_mediacion_escolar_de_mexique_ante_experiencias_migratorias,Mediación escolar de Mexique ante experiencias migratorias,reference,Didácticas,Al trabajar Mexique en escuelas se pregunta cómo puede recibirlo un niño que atraviesa una migración forzada y subraya la inseguridad y responsabilidad del mediador.,00:51:27,00:52:21,00:51:27-00:52:21
ref_no_simplificar_la_experiencia_porque_el_lector_sea_nino,No simplificar la experiencia porque el lector sea niño,reference,Didácticas,"Advierte contra reducir experiencias complejas a categorías simples —por ejemplo, identificar migración únicamente con tristeza— y propone complejizar aun cuando el lenguaje sea sencillo.",00:52:22,00:53:52,00:52:22-00:53:52
ref_plan_lector_situado_en_el_momento_vital_y_el_paisaje,Plan lector situado en el momento vital y el paisaje,reference,Didácticas,"Rechaza la idea de un libro universalmente adecuado para una edad y propone que el docente atienda al momento vital, el paisaje y la experiencia concreta de cada grupo y lector.",00:55:03,00:57:21,00:55:03-00:57:21
ref_lectura_inclusiva_compartida_en_braille_relieve_y_color,"Lectura inclusiva compartida en braille, relieve y color",reference,Didácticas,"Explica el diseño de libros que puedan compartir niños ciegos y videntes, incorporando braille, relieve, color y tacto como formas complementarias de lectura e integración.",00:59:25,01:02:02,00:59:25-01:02:02
ref_dificultades_de_circulacion_escolar_de_ninos,Dificultades de circulación escolar de Niños,reference,Didácticas,Cuenta que Niños tiene dificultades para entrar en escuelas chilenas y observa que la distancia geográfica o histórica puede facilitar la conversación sobre experiencias traumáticas.,01:03:51,01:05:07,01:03:51-01:05:07
ref_jorge_teillier,Jorge Teillier,reference,Culturales,Identifica a Jorge Teillier como el poeta que despertó en ella el deseo de escribir al nombrar el paisaje del sur de Chile que reconocía como propio.,00:04:18,00:06:24,00:04:18-00:06:24
ref_literatura_japonesa_y_haiku,Literatura japonesa y haiku,reference,Culturales,"La literatura japonesa y especialmente el haiku fueron lecturas formativas de adolescencia; valora su atención a la naturaleza, su sencillez y la capacidad de decir mucho con pocas palabras.",00:05:30,00:06:24,00:05:30-00:06:24; 00:15:18-00:16:48
ref_floridor_perez,Floridor Pérez,reference,Culturales,Recuerda al poeta y profesor rural Floridor Pérez como maestro de taller y como una figura decisiva para entender su relación con la poesía y la infancia.,00:06:28,00:07:56,00:06:28-00:07:56
ref_fundacion_pablo_neruda,Fundación Pablo Neruda,reference,Culturales,Menciona la beca de la Fundación Pablo Neruda para poetas jóvenes como un espacio formativo importante de su juventud.,00:06:24,00:07:00,00:06:24-00:07:00
ref_allen_ginsberg,Allen Ginsberg,reference,Culturales,Lo cita como ejemplo de que podía tomar imágenes o recursos de poesía escrita para adultos y transformarlos en material para conversar literariamente con su hermano niño.,00:20:16,00:20:58,00:20:16-00:20:58
ref_animismo_japones_y_pensamiento_indigena,Animismo japonés y pensamiento indígena,reference,Culturales,Relaciona su sensibilidad hacia los objetos y la naturaleza con una concepción animista que reconoce tanto en la cultura japonesa como en formas de pensamiento indígena.,00:15:18,00:16:48,00:15:18-00:16:48; 00:21:00-00:22:14
ref_kenzaburo_oe_y_las_victimas_de_hiroshima,Kenzaburō Ōe y las víctimas de Hiroshima,reference,Culturales,Recuerda una reflexión de Kenzaburō Ōe sobre las víctimas de Hiroshima para pensar el riesgo de fijar a una persona para siempre en la identidad de víctima.,00:26:46,00:27:34,00:26:46-00:27:34
ref_monica_bergna,Mónica Bergna,reference,Culturales,"La editora mexicana aparece como figura decisiva en el origen de Mexique y en los proyectos experimentales e inclusivos de Alboroto, impulsando a los autores a repensar cada libro.",00:48:44,00:50:14,00:48:44-00:50:14; 00:58:13-01:02:35
ref_ana_penyas,Ana Penyas,reference,Culturales,Sus imágenes participan desde el inicio en la construcción de Mexique y forman parte del material que Ferrada recibe al aceptar finalmente contar la historia.,00:48:05,00:51:23,00:48:05-00:51:23
ref_ana_palmero_caceres,Ana Palmero Cáceres,reference,Culturales,"Se menciona su colaboración visual en los libros inclusivos de Alboroto, especialmente en proyectos que integran braille e imágenes táctiles.",00:57:34,01:02:02,00:57:34-01:02:02
ref_mariana_alcantara,Mariana Alcántara,reference,Culturales,"Aparece vinculada a Natura y Futuro, proyectos donde el soporte, el color, el papel y la investigación visual forman parte de la construcción del libro.",00:58:02,00:58:32,00:58:02-00:58:32; 01:01:32-01:02:21
ref_victor_hugo_rascon_banda_los_ninos_de_morelia,Víctor Hugo Rascón Banda — Los niños de Morelia,reference,Culturales,La obra teatral Los niños de Morelia se menciona como ejemplo de cómo el teatro mexicano ha abordado memoria histórica y experiencias infantiles.,01:05:11,01:06:01,01:05:11-01:06:01
ref_william_faulkner,William Faulkner,reference,Culturales,Recupera una imagen atribuida a Faulkner según la cual la literatura apenas enciende un fósforo capaz de iluminar por un instante una parte de la oscuridad.,01:11:27,01:12:33,01:11:27-01:12:33
ref_el_idioma_secreto,El idioma secreto,reference,Propia obra,La entrevista recuerda el Premio Ciudad de Orihuela obtenido por El idioma secreto y lo presenta como una obra poética que puede ser leída tanto por niños como por adultos.,00:01:05,00:01:42,00:01:05-00:01:42; 00:17:56-00:18:58
ref_kramp,Kramp,reference,Propia obra,"Al hablar de su narrativa para adultos, Ferrada explica que Kramp comenzó como una novela sobre la desaparición del oficio de vendedor viajero de su padre y terminó incorporando otras desapariciones vinculadas a la historia chilena.",00:08:04,00:08:42,00:08:04-00:08:42; 00:30:52-00:31:47
ref_el_lenguaje_de_las_cosas,El lenguaje de las cosas,reference,Propia obra,Se presenta como una obra poética cuya mirada animista y concreta sobre los objetos desdibuja la frontera entre lectores infantiles y adultos.,00:17:56,00:18:58,00:17:56-00:18:58
ref_la_tristeza_de_las_cosas,La tristeza de las cosas,reference,Propia obra,Ferrada explica un libro construido a partir de los objetos que dejaron personas detenidas en Villa Grimaldi y reflexiona sobre la dificultad ética de escribir el dolor de otros.,00:25:40,00:26:46,00:25:40-00:26:46
ref_ninos,Niños,reference,Propia obra,"Concibe Niños como un pequeño memorial para los niños ejecutados y detenidos desaparecidos durante la dictadura chilena, asociando sus nombres no solo a la muerte sino también a la belleza de sus vidas.",00:24:06,00:25:38,00:24:06-00:25:38; 01:10:20-01:14:28
ref_mexique_el_nombre_del_barco,"Mexique, el nombre del barco",reference,Propia obra,"Explica que inicialmente rechazó escribir sobre los niños españoles enviados a México durante la Guerra Civil, pero aceptó al comprender la historia desde la experiencia humana de la infancia y el exilio.",00:47:12,00:51:23,00:47:12-00:51:23
ref_noticias_al_margen,Noticias al margen,reference,Propia obra,"Describe el libro como una recuperación poética de noticias relegadas por los informativos, ralentizando la lectura para pasar de la cifra al sujeto humano que hay detrás.",00:33:58,00:36:43,00:33:58-00:36:43
ref_quien_es_juan,¿Quién es Juan?,reference,Propia obra,Explica que el libro sobre un niño con síndrome de Down nace de una experiencia familiar cercana y que fue ilustrado también por un creador con síndrome de Down.,00:41:24,00:43:47,00:41:24-00:43:47
ref_el_bolso,El bolso,reference,Propia obra,"El libro parte de su fascinación infantil por el bolso de su madre y se convierte en una propuesta táctil e inclusiva con braille, relieve e imágenes que pueden compartir lectores ciegos y videntes.",00:57:34,01:02:02,00:57:34-01:02:02; 01:07:29-01:08:37
ref_animal_poemas_breves_salvajes,Animal. Poemas breves salvajes,reference,Propia obra,"Menciona Animal como ejemplo de libro inclusivo en el que texto, relieve y color permiten experiencias sensoriales distintas entre lectores ciegos y videntes.",00:59:25,01:02:02,00:59:25-01:02:02
ref_futuro,Futuro,reference,Propia obra,Comenta un proyecto realizado con Mariana Alcántara en el que la investigación de flores y jardines determina la paleta cromática y parte de la propuesta visual.,01:01:32,01:02:21,01:01:32-01:02:21
ref_poetica_de_lo_concreto,Poética de lo concreto,reference,Propia obra,"Ferrada identifica una inclinación constante hacia lo concreto: palabras, objetos, paisajes y detalles que permiten expresar cuestiones complejas y acercarse a la sensibilidad infantil.",00:08:42,00:11:26,00:08:42-00:11:26; 00:24:34-00:25:02
ref_texto_ilustracion_edicion_y_diseno_como_autoria_compartida,"Texto, ilustración, edición y diseño como autoría compartida",reference,Propia obra,"Concibe el álbum como el resultado de varias autorías: texto e ilustración conservan libertad propia y se suman al trabajo del editor, el diseño y la imprenta para producir una tercera obra.",00:11:52,00:13:54,00:11:52-00:13:54
ref_poetica_animista_de_objetos_y_naturaleza,Poética animista de objetos y naturaleza,reference,Propia obra,"Explica que siente los objetos y la naturaleza como presencias dotadas de una especie de alma, sensibilidad que atraviesa su modo de mirar y de escribir.",00:21:00,00:22:34,00:21:00-00:22:34
ref_memoria_como_reparacion_y_contrarrelato,Memoria como reparación y contrarrelato,reference,Propia obra,"Reflexiona sobre la escritura de la memoria como tarea ética y limitada: la literatura no juzga ni repara plenamente, pero puede construir un contrarrelato que devuelva vida y belleza a nombres fijados por registros de violencia.",00:25:40,00:27:34,00:25:40-00:27:34; 01:11:27-01:14:28
ref_infancia_en_el_sur_de_chile_y_paisaje_de_huertas,Infancia en el sur de Chile y paisaje de huertas,reference,Biográficas,"Recuerda una infancia en el sur de Chile, en un paisaje de huertas y naturaleza cercana a las personas, que reconoció después en la poesía de Jorge Teillier.",00:04:38,00:05:26,00:04:38-00:05:26
ref_tio_que_le_regalo_libros_de_literatura_japonesa,Tío que le regaló libros de literatura japonesa,reference,Biográficas,"Durante la adolescencia un tío que estaba desarmando su biblioteca le regaló varios libros japoneses, iniciando una relación duradera con esa literatura.",00:05:30,00:06:06,00:05:30-00:06:06
ref_beca_de_juventud_en_la_fundacion_pablo_neruda,Beca de juventud en la Fundación Pablo Neruda,reference,Biográficas,"De joven obtuvo una beca de la Fundación Pablo Neruda y participó durante un año en un taller dirigido por Floridor Pérez, experiencia decisiva para su formación.",00:06:24,00:07:56,00:06:24-00:07:56
ref_hermano_quince_anos_menor_como_primer_interlocutor_infantil,Hermano quince años menor como primer interlocutor infantil,reference,Biográficas,"Explica que comenzó a buscar formas de contar para niños a partir de su hermano, quince años menor, intentando transformar sus propias lecturas en algo capaz de maravillarle y suscitarle preguntas.",00:16:48,00:17:38,00:16:48-00:17:38
ref_formacion_literaria_autodidacta,Formación literaria autodidacta,reference,Biográficas,Afirma que nunca estudió literatura formalmente y que su formación autodidacta le permitió comenzar a escribir sin una conciencia rígida de géneros o límites entre literatura infantil y adulta.,00:19:10,00:20:50,00:19:10-00:20:50
ref_infancia_generacional_marcada_por_la_dictadura_chilena,Infancia generacional marcada por la dictadura chilena,reference,Biográficas,"Sitúa su infancia y la de su generación bajo la marca consciente o inconsciente de la dictadura, experiencia que reaparece en su escritura incluso cuando no forma parte del plan inicial.",00:30:22,00:32:05,00:30:22-00:32:05
ref_formacion_universitaria_como_periodista,Formación universitaria como periodista,reference,Biográficas,Se identifica como periodista de formación universitaria y relaciona esa experiencia con su conciencia crítica del lenguaje noticioso y de sus jerarquías.,00:34:22,00:35:49,00:34:22-00:35:49
ref_padre_vendedor_viajero_y_desaparicion_de_su_oficio,Padre vendedor viajero y desaparición de su oficio,reference,Biográficas,"El oficio de vendedor viajero de su padre, desaparecido entre finales de los años ochenta y los noventa, fue el punto de partida biográfico de Kramp.",00:30:52,00:31:47,00:30:52-00:31:47
ref_tio_materno_con_sindrome_de_down,Tío materno con síndrome de Down,reference,Biográficas,Explica que ¿Quién es Juan? nace de una experiencia familiar directa: el hermano de su madre tiene síndrome de Down.,00:41:24,00:41:49,00:41:24-00:41:49
