id,label,type,group,note,start_time,end_time,timecodes
ref_diferencias_entre_alumnado_de_grado_y_posgrado,Diferencias entre alumnado de grado y posgrado,reference,Didácticas,"Compara su experiencia con estudiantes estadounidenses de licenciatura y con seminarios de posgrado, destacando diferencias de participación, especialización y vínculo con la literatura.",00:33:58,00:36:14,00:33:58-00:36:14
ref_diversidad_cultural_y_pensamiento_colectivo_en_el_seminario,Diversidad cultural y pensamiento colectivo en el seminario,reference,Didácticas,Valora los grupos internacionales de posgrado porque la diversidad de procedencias produce un pensamiento colectivo y perspectivas que transforman la clase.,00:35:32,00:37:26,00:35:32-00:37:26
ref_trabajos_del_alumnado_que_revisan_la_lectura_de_sor_juana,Trabajos del alumnado que revisan la lectura de Sor Juana,reference,Didácticas,Cuenta que conserva trabajos de antiguos estudiantes sobre Sor Juana porque descubrieron facetas que ella no había advertido y le permitieron revisar sus propios hábitos de lectura.,00:37:26,00:39:38,00:37:26-00:39:38
ref_preparacion_rigurosa_y_relectura_antes_de_clase,Preparación rigurosa y relectura antes de clase,reference,Didácticas,"Aunque conozca un texto desde hace décadas, lo relee y toma apuntes antes de enseñarlo para asegurar coherencia y rigor en la clase.",00:40:14,00:41:14,00:40:14-00:41:14
ref_improvisacion_sustentada_en_rigor_previo,Improvisación sustentada en rigor previo,reference,Didácticas,"Defiende una enseñanza que combine preparación exhaustiva y espontaneidad, permitiendo que las intervenciones del alumnado abran caminos imprevistos.",00:41:00,00:42:32,00:41:00-00:42:32
ref_atencion_al_detalle_y_a_la_palabra,Atención al detalle y a la palabra,reference,Didácticas,"Se destaca su método de detenerse durante meses en una palabra o detalle textual y convertir esa observación minuciosa en eje de análisis, docencia y creación.",00:44:18,00:45:10,00:44:18-00:45:10
ref_sor_juana_ines_de_la_cruz,Sor Juana Inés de la Cruz,reference,Culturales,"Es uno de los núcleos principales de su trayectoria crítica y docente: la trabaja durante años, la sitúa en su contexto monacal y revisa su lectura gracias a las aportaciones de sus estudiantes.",00:06:33,00:06:57,00:06:33-00:06:57; 00:15:55-00:22:11; 00:38:16-00:39:38
ref_franz_kafka,Franz Kafka,reference,Culturales,Lo menciona entre las lecturas profundamente asimiladas que forman parte de su 'digestión literaria' y de la genealogía de su escritura.,00:10:06,00:10:33,00:10:06-00:10:33
ref_jorge_luis_borges,Jorge Luis Borges,reference,Culturales,Lo incluye entre los autores cuya lectura ha quedado incorporada a su propia formación y escritura.,00:10:06,00:10:33,00:10:06-00:10:33
ref_jules_verne,Jules Verne,reference,Culturales,"Recuerda las aventuras de Verne entre sus lecturas tempranas y persistentes, integradas después en su memoria literaria.",00:10:06,00:10:33,00:10:06-00:10:33
ref_emilio_salgari,Emilio Salgari,reference,Culturales,Lo menciona junto a Verne entre las lecturas de aventuras de su infancia que forman parte de su formación literaria.,00:10:06,00:10:33,00:10:06-00:10:33
ref_herman_melville_moby_dick,Herman Melville — Moby-Dick,reference,Culturales,Describe Moby-Dick como una lectura profunda y obsesiva que contribuyó directamente al origen de Doscientas ballenas azules.,00:10:06,00:12:23,00:10:06-00:12:23
ref_georges_bataille_historia_del_ojo,Georges Bataille — Historia del ojo,reference,Culturales,Relaciona su lectura y traducción de Historia del ojo con el interés por el erotismo que más tarde converge en una de sus novelas.,00:15:55,00:17:15,00:15:55-00:17:15
ref_marques_de_sade,Marqués de Sade,reference,Culturales,"Lo menciona entre las lecturas eróticas que alimentaron su interés por los límites entre erotismo, sexualidad y pornografía.",00:16:43,00:17:15,00:16:43-00:17:15
ref_santa_teresa_de_jesus,Santa Teresa de Jesús,reference,Culturales,"La incorpora a su exploración del cuerpo en la mística, destacando la tensión entre renuncia corporal, éxtasis y experiencia física.",00:17:15,00:20:43,00:17:15-00:20:43
ref_gian_lorenzo_bernini_extasis_de_santa_teresa,Gian Lorenzo Bernini — Éxtasis de Santa Teresa,reference,Culturales,"Utiliza la escultura de Bernini para ejemplificar visualmente la cercanía entre experiencia mística, erotismo y corporalidad.",00:20:20,00:20:43,00:20:20-00:20:43
ref_san_juan_de_la_cruz,San Juan de la Cruz,reference,Culturales,"Caracteriza su poesía mística como profundamente erótica y la integra en su reflexión sobre cuerpo, deseo y experiencia religiosa.",00:20:20,00:20:43,00:20:20-00:20:43
ref_marcel_proust,Marcel Proust,reference,Culturales,"Recuerda que lo trabajó durante varios años y destaca en su obra la importancia de la pintura y la música, afinidad con su propio enfoque interdisciplinario.",00:27:19,00:27:43,00:27:19-00:27:43
ref_bernal_diaz_del_castillo,Bernal Díaz del Castillo,reference,Culturales,"Lo estudia como cronista de la Conquista y como ejemplo de una escritura en la que la oralidad, la palabra y el gesto manual resultan decisivos para pensar el acto de escribir.",00:29:57,00:30:32,00:29:57-00:30:32; 00:44:18-00:46:12
ref_hernan_cortes,Hernán Cortés,reference,Culturales,Aparece entre los autores y figuras de la Conquista que Glantz ha trabajado ensayística y docente­mente.,00:06:33,00:06:57,00:06:33-00:06:57; 00:29:57-00:30:32
ref_alvar_nunez_cabeza_de_vaca,Álvar Núñez Cabeza de Vaca,reference,Culturales,Lo menciona entre sus objetos de estudio y entre las presencias que confluyen en Síndrome de naufragios.,00:06:33,00:06:57,00:06:33-00:06:57; 00:29:57-00:30:32
ref_las_genealogias,Las genealogías,reference,Propia obra,La presentación recuerda Las genealogías como una de las obras centrales de Glantz y como libro premiado en los comienzos de su trayectoria narrativa.,00:01:09,00:01:37,00:01:09-00:01:37
ref_el_rastro,El rastro,reference,Propia obra,La presentación destaca El rastro entre sus obras principales y recuerda su reconocimiento en la FIL de Guadalajara y como finalista del Premio Herralde.,00:01:14,00:01:59,00:01:14-00:01:59
ref_doscientas_ballenas_azules,Doscientas ballenas azules,reference,Propia obra,Glantz explica que la obra surgió de su lectura de Moby-Dick y de una experiencia en California relacionada con la conservación de las ballenas.,00:10:33,00:12:23,00:10:33-00:12:23
ref_apariciones,Apariciones,reference,Propia obra,"Describe una novela de 1996 que combina una historia erótica con materiales procedentes de su investigación sobre monjas y mística, culminando en la imagen de una monja montada sobre un crucifijo.",00:12:36,00:13:10,00:12:36-00:13:10; 00:15:55-00:20:43
ref_sindrome_de_naufragios,Síndrome de naufragios,reference,Propia obra,"Explica que el libro, premiado con el Xavier Villaurrutia, está profundamente nutrido por lecturas y materiales trabajados en sus clases, desde las crónicas de la Conquista hasta autores modernos.",00:29:57,00:31:01,00:29:57-00:31:01
ref_la_lengua_en_la_mano,La lengua en la mano,reference,Propia obra,Explica que el título nace de una formulación de Bernal Díaz y condensa su interés por el tránsito de la lengua y la oralidad hacia la mano y la escritura.,00:45:37,00:46:12,00:45:37-00:46:12
ref_ensayos_sobre_sor_juana,Ensayos sobre Sor Juana,reference,Propia obra,Presenta su prolongada producción crítica sobre Sor Juana como parte inseparable de su docencia y de su investigación literaria.,00:06:33,00:06:57,00:06:33-00:06:57; 00:18:27-00:22:11; 00:38:16-00:39:38
ref_digestion_literaria_y_obsesiones_como_poetica,Digestión literaria y obsesiones como poética,reference,Propia obra,Define su creación como resultado de una digestión personal de lecturas y de obsesiones persistentes que se organizan lentamente hasta convertirse en escritura.,00:08:33,00:10:33,00:08:33-00:10:33; 00:13:57-00:15:55
ref_redes_sociales_como_materia_de_creacion,Redes sociales como materia de creación,reference,Propia obra,Cuenta que su intensa relación con las redes sociales ha generado textos creativos y una reflexión sobre sus efectos positivos y negativos en el pensamiento contemporáneo.,00:31:01,00:31:47,00:31:01-00:31:47
ref_universidad_de_alicante_y_doctorado_honoris_causa,Universidad de Alicante y doctorado honoris causa,reference,Biográficas,Glantz vincula Alicante con una relación académica prolongada y recuerda el honoris causa de la Universidad de Alicante como una forma de pertenencia institucional.,00:02:48,00:03:33,00:02:48-00:03:33; 00:04:50-00:05:10
ref_mas_de_sesenta_anos_de_docencia_en_la_unam,Más de sesenta años de docencia en la UNAM,reference,Biográficas,Sitúa el inicio de su carrera docente en la Facultad de Filosofía y Letras a finales de los años cincuenta y subraya una trayectoria de más de seis décadas.,00:03:33,00:03:48,00:03:33-00:03:48; 00:05:22-00:06:33; 00:23:14-00:25:59
ref_vocacion_simultanea_de_escritora_y_profesora,Vocación simultánea de escritora y profesora,reference,Biográficas,Recuerda que desde muy joven quiso ser escritora y decidió también dedicarse profesionalmente a la docencia y a los estudios literarios.,00:05:10,00:06:12,00:05:10-00:06:12
ref_encuentro_con_las_ballenas_en_california_y_baja_california,Encuentro con las ballenas en California y Baja California,reference,Biográficas,Relata una experiencia durante una estancia en California en la que la observación de ballenas y una conversación sobre su conservación desencadenaron una obsesión creativa.,00:11:30,00:12:23,00:11:30-00:12:23
ref_francisco_de_la_maza,Francisco de la Maza,reference,Biográficas,Recuerda a Francisco de la Maza como un profesor extraordinario de arte colonial mexicano y una influencia decisiva en su formación.,00:26:09,00:27:00,00:26:09-00:27:00
ref_juan_de_la_encina,Juan de la Encina,reference,Biográficas,"Menciona a Juan de la Encina, profesor español exiliado en México, como uno de sus maestros de historia del arte del Renacimiento.",00:26:24,00:27:19,00:26:24-00:27:19
ref_trayectoria_docente_internacional,Trayectoria docente internacional,reference,Biográficas,"Enumera experiencias docentes en Viena, Alicante, Madrid, Argentina, Perú, Colombia, México y numerosas universidades de Estados Unidos, comparando distintos contextos educativos.",00:33:58,00:38:16,00:33:58-00:38:16
ref_docencia_y_critica_teatral,Docencia y crítica teatral,reference,Biográficas,Recuerda que durante unos quince años enseñó historia del teatro y ejerció como cronista teatral; una temprana experiencia de quedarse sin nada que decir en clase la llevó a preparar después sus cursos exhaustivamente.,00:42:32,00:43:45,00:42:32-00:43:45
