id,label,type,group,note,start_time,end_time,timecodes
ref_chanaes,Chanáes,reference,Culturales,"Los chanáes son presentados como uno de los pueblos indígenas tempranos del territorio, vinculados a una agricultura elemental.",00:03:12,00:03:20,00:03:12-00:03:20; 00:04:23-00:04:33
ref_guaranies,Guaraníes,reference,Culturales,"Benedetti caracteriza a los guaraníes por su agricultura, cerámica y navegación fluvial.",00:03:20,00:03:39,00:03:20-00:03:39; 00:04:23-00:04:33
ref_sebastian_gaboto,Sebastián Gaboto,reference,Culturales,Sebastián Gaboto aparece como uno de los primeros exploradores europeos mencionados en el recorrido histórico del territorio uruguayo.,00:04:35,00:05:07,00:04:35-00:05:07
ref_hernando_arias_de_saavedra_hernandarias,Hernando Arias de Saavedra (Hernandarias),reference,Culturales,Benedetti atribuye a Hernandarias la introducción de ganado caballar y vacuno en el territorio uruguayo en 1611.,00:05:07,00:05:58,00:05:07-00:05:58
ref_colonia_del_sacramento,Colonia del Sacramento,reference,Culturales,Colonia del Sacramento aparece como enclave fundado por los portugueses y disputado sucesivamente por distintas potencias y poblaciones.,00:06:00,00:06:35,00:06:00-00:06:35
ref_provincia_oriental_banda_oriental,Provincia Oriental / Banda Oriental,reference,Culturales,Benedetti utiliza las denominaciones Banda Oriental y Provincia Oriental para explicar etapas históricas del territorio que luego sería Uruguay.,00:06:37,00:06:59,00:06:37-00:06:59; 00:09:35-00:09:54
ref_bruno_mauricio_de_zavala,Bruno Mauricio de Zavala,reference,Culturales,Benedetti menciona al gobernador encargado de fundar lo que después sería Montevideo.,00:06:46,00:07:06,00:06:46-00:07:06
ref_montevideo,Montevideo,reference,Culturales,Montevideo aparece en el relato de su fundación y como referencia urbana de la historia nacional.,00:06:59,00:07:16,00:06:59-00:07:16; 00:14:25-00:14:33
ref_virreinato_del_peru,Virreinato del Perú,reference,Culturales,El Virreinato del Perú aparece como marco administrativo previo a la creación del Virreinato del Río de la Plata.,00:08:08,00:08:21,00:08:08-00:08:21
ref_virreinato_del_rio_de_la_plata,Virreinato del Río de la Plata,reference,Culturales,Benedetti señala la creación del Virreinato del Río de la Plata en 1776 como cambio administrativo decisivo.,00:08:21,00:08:25,00:08:21-00:08:25
ref_revolucion_de_mayo,Revolución de Mayo,reference,Culturales,La Revolución de Mayo se incorpora al relato como antecedente político regional frente al que Benedetti sitúa la posición de distintos sectores y de Artigas.,00:08:25,00:09:04,00:08:25-00:09:04
ref_artigas,Artigas,reference,Culturales,"Artigas es presentado como héroe nacional, figura moral y política central, defensor de sectores populares y protagonista de una reforma agraria; más tarde Benedetti lo convierte en materia de su propia poesía.",00:08:56,00:12:15,00:08:56-00:12:15; 00:23:34-00:24:36; 00:24:47-00:26:50
ref_provincias_unidas_del_rio_de_la_plata,Provincias Unidas del Río de la Plata,reference,Culturales,Benedetti explica el proyecto político de Artigas en el marco de las Provincias Unidas del Río de la Plata y su orientación federalista.,00:09:35,00:10:14,00:09:35-00:10:14
ref_junta_de_buenos_aires,Junta de Buenos Aires,reference,Culturales,La Junta de Buenos Aires aparece como contraparte política del federalismo defendido por Artigas.,00:10:02,00:10:14,00:10:02-00:10:14
ref_rivera,Rivera,reference,Culturales,"Rivera aparece entre las figuras de la independencia uruguaya que Benedetti valora positivamente, aunque con reservas frente a la pureza que atribuye a Artigas.",00:10:16,00:11:09,00:10:16-00:11:09; 00:25:54-00:25:59
ref_lavalleja,Lavalleja,reference,Culturales,"Lavalleja aparece como figura de la independencia, asociado a una relación conflictiva con Artigas y posteriormente mencionado en el poema.",00:10:16,00:11:09,00:10:16-00:11:09; 00:23:56-00:24:36; 00:25:54-00:25:59
ref_oribe,Oribe,reference,Culturales,Oribe es citado entre los protagonistas de la primera historia nacional y reaparece como término de contraste con Artigas en el poema.,00:10:16,00:11:09,00:10:16-00:11:09; 00:25:54-00:25:59
ref_jose_marti,José Martí,reference,Culturales,José Martí funciona como comparación para explicar la dimensión ejemplar y casi intachable que Artigas posee en el imaginario uruguayo.,00:10:44,00:10:59,00:10:44-00:10:59
ref_reglamento_provisorio_de_1815,Reglamento Provisorio de 1815,reference,Culturales,"El Reglamento Provisorio aparece como expresión del programa social de Artigas, especialmente por el reparto de tierras y la prioridad otorgada a sectores desfavorecidos.",00:11:09,00:11:45,00:11:09-00:11:45
ref_marx,Marx,reference,Culturales,Marx aparece como referencia cronológica e ideológica para subrayar el carácter adelantado que Benedetti atribuye a la reforma agraria artiguista.,00:11:21,00:11:33,00:11:21-00:11:33; 00:25:26-00:25:38
ref_reforma_agraria_de_artigas,Reforma agraria de Artigas,reference,Culturales,Benedetti presenta la reforma agraria de Artigas como medida social avanzada y denuncia que sus efectos jurídicos nunca fueron plenamente reconocidos.,00:11:28,00:12:21,00:11:28-00:12:21; 00:21:03-00:21:20; 00:25:26-00:25:41
ref_direccion_de_catastro,Dirección de Catastro,reference,Culturales,"La Dirección de Catastro aparece como institución que, según Benedetti, nunca reconoció los títulos derivados de la reforma agraria artiguista.",00:12:02,00:12:21,00:12:02-00:12:21
ref_congreso_anfitrionico,Congreso anfitriónico,reference,Culturales,El «Congreso anfitriónico» aparece como marco para discutir el proyecto latinoamericano atribuido a Bolívar y su relación con Estados Unidos.,00:12:35,00:13:35,00:12:35-00:13:35
ref_bolivar,Bolívar,reference,Culturales,Benedetti presenta a Bolívar como defensor de una unidad latinoamericana diferenciada del panamericanismo que incluiría a Estados Unidos.,00:12:39,00:13:35,00:12:39-00:13:35
ref_panamericanismo_unidad_latinoamericana,Panamericanismo / unidad latinoamericana,reference,Culturales,Benedetti contrapone el panamericanismo con un proyecto de unidad latinoamericana que atribuye a Bolívar.,00:12:46,00:13:22,00:12:46-00:13:22
ref_provincia_cisplatina,Provincia Cisplatina,reference,Culturales,La Provincia Cisplatina aparece como denominación del territorio uruguayo bajo dominio vinculado a Brasil tras la invasión portuguesa.,00:13:49,00:14:11,00:13:49-00:14:11
ref_independencia_de_uruguay_1828,Independencia de Uruguay (1828),reference,Culturales,Benedetti sitúa la independencia uruguaya en 1828 y la interpreta en relación con la mediación británica y el equilibrio regional.,00:14:12,00:14:56,00:14:12-00:14:56
ref_lord_ponsonby,Lord Ponsonby,reference,Culturales,Lord Ponsonby es presentado como figura decisiva en la configuración de Uruguay como Estado independiente funcional al equilibrio de intereses regionales y británicos.,00:14:19,00:14:56,00:14:19-00:14:56
ref_estado_tapon,Estado tapón,reference,Culturales,Benedetti utiliza la expresión «Estado tapón» para explicar la función geopolítica atribuida a la creación del Uruguay independiente.,00:14:33,00:14:56,00:14:33-00:14:56
ref_blancos_y_colorados,Blancos y colorados,reference,Culturales,Benedetti explica el origen de las denominaciones blancos y colorados y su continuidad como grandes tradiciones partidarias uruguayas.,00:14:58,00:15:33,00:14:58-00:15:33; 00:22:22-00:22:42
ref_jose_batlle_y_ordonez,José Batlle y Ordóñez,reference,Culturales,"Benedetti dedica un extenso pasaje a la figura de José Batlle y Ordóñez, a quien presenta como figura central del liberalismo uruguayo, popular y progresista en ciertas áreas, aunque limitado en la cuestión agraria.",00:15:35,00:15:45,00:15:35-00:15:45; 00:17:40-00:22:19
ref_triple_alianza_guerra_contra_paraguay,Triple Alianza / guerra contra Paraguay,reference,Culturales,Benedetti valora críticamente la participación uruguaya en la Triple Alianza y la vincula con intereses económicos y con el dominio británico.,00:15:46,00:16:42,00:15:46-00:16:42
ref_coronel_latorre,Coronel Latorre,reference,Culturales,El coronel Latorre aparece como primer dictador mencionado por Benedetti y como impulsor del alambramiento de los grandes campos.,00:16:47,00:17:40,00:16:47-00:17:40
ref_alambramiento_de_los_campos,Alambramiento de los campos,reference,Culturales,El alambramiento de los campos es presentado como transformación económica y territorial que alteró la vida social del Uruguay rural.,00:16:55,00:17:40,00:16:55-00:17:40
ref_gauchos,Gauchos,reference,Culturales,Los gauchos aparecen como grupo social emergente y posteriormente perjudicado por el alambramiento de los grandes campos.,00:08:45,00:09:04,00:08:45-00:09:04; 00:17:22-00:17:40
ref_partido_colorado,Partido Colorado,reference,Culturales,"El Partido Colorado aparece como fuerza central de la historia política uruguaya, valorada por libertades públicas pero criticada por sus límites sociales y por su relato histórico.",00:19:07,00:19:18,00:19:07-00:19:18; 00:20:52-00:22:42
ref_guerras_mundiales,Guerras mundiales,reference,Culturales,Las guerras mundiales se mencionan por su impacto económico favorable sobre las exportaciones uruguayas y por los negocios generados durante esos conflictos.,00:19:19,00:20:37,00:19:19-00:20:37
ref_guerra_de_corea,Guerra de Corea,reference,Culturales,La Guerra de Corea aparece como último conflicto asociado por Benedetti a una etapa favorable para las exportaciones uruguayas de lana.,00:19:32,00:19:44,00:19:32-00:19:44
ref_libertad_sindical_y_derecho_de_huelga,Libertad sindical y derecho de huelga,reference,Culturales,Benedetti destaca la defensa de la libertad sindical y del derecho de huelga como uno de los aspectos positivos del liberalismo asociado a Batlle y Ordóñez.,00:21:28,00:22:10,00:21:28-00:22:10
ref_curuguati,Curuguatí,reference,Culturales,Curuguatí aparece en el poema «Artigas» como lugar asociado a la permanencia final y al desconsuelo del héroe.,00:26:36,00:26:50,00:26:36-00:26:50
ref_poema_artigas,Poema «Artigas»,reference,Propia obra,"Benedetti introduce y recita su poema «Artigas», en el que reelabora poéticamente la figura histórica y política del héroe uruguayo.",00:24:47,00:26:50,00:24:47-00:26:50
ref_poema_iniciado_vuelvo_quiero_creer_que_estoy_volviendo,"Poema iniciado «Vuelvo, quiero creer que estoy volviendo»",reference,Propia obra,"Benedetti recita un segundo poema centrado en el regreso, la memoria, el exilio, las ausencias y la recuperación de la vida cotidiana.",00:26:50,00:29:27,00:26:50-00:29:27
ref_alicante,Alicante,reference,Biográficas,Benedetti recuerda que ya había visitado Alicante en más de una ocasión y expresa su satisfacción por regresar.,00:00:11,00:00:18,00:00:11-00:00:18
ref_canelones_origen_paterno,Canelones (origen paterno),reference,Biográficas,Canelones adquiere una dimensión biográfica cuando Benedetti explica que su padre era originario de allí y relaciona ese origen con el apelativo «canario».,00:07:24,00:08:08,00:07:24-00:08:08
ref_padre_de_mario_benedetti,Padre de Mario Benedetti,reference,Biográficas,Benedetti menciona a su padre tanto al explicar su origen canario como al recordar su reacción emocional ante la muerte de Batlle y Ordóñez.,00:07:42,00:07:50,00:07:42-00:07:50; 00:18:23-00:18:35
ref_recuerdo_infantil_del_sepelio_de_batlle_y_ordonez,Recuerdo infantil del sepelio de Batlle y Ordóñez,reference,Biográficas,"Benedetti evoca, desde su infancia, la muerte y el sepelio multitudinario de la figura de José Batlle y Ordóñez, así como el llanto de su padre.",00:18:23,00:18:42,00:18:23-00:18:42
ref_exilio_y_regreso,Exilio y regreso,reference,Biográficas,"El poema recitado articula una experiencia de regreso marcada por la nostalgia del exilio, la ausencia, la memoria y el reencuentro.",00:26:50,00:29:27,00:26:50-00:29:27
